품명,가격,카테고리,생산지,품종,당도,산도,바디,타닌
"제라르 베르트랑, 리저브 스페셜 뮈스까 섹",가격정보없음,화이트,프랑스,뮈스까 (Muscat) ,2,3,3,1
"가야, 바르바레스코","508,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
"가야, 바르바레스코","508,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
"가야, 바르바레스코 1500ml","1,168,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
"체레토, 바롤로 브리코 로께","643,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"체레토, 바르바레스코 아씨","151,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,4
"체레토, 피아나 바르베라 달바","79,000원",레드,이탈리아,바르베라 (Barbera) ,1,0,3,0
"체레토, 모스카토 다스티","42,000원",화이트,이탈리아,모스카토  (Moscato ) ,4,2,3,1
안셀미 이 카피텔리,"83,000원",화이트,이탈리아,가르가네가 (Garganega) ,5,0,4,0
오르넬라이아 마쎄토,"1,200,000원",레드,이탈리아,메를로 (Merlot) ,1,0,5,0
"쿠수마노, 사가나 네로 다볼라","117,000원",레드,이탈리아,네로 다볼라 (Nero d'Avola) ,1,4,4,4
"쿠수마노, 인솔리아","32,000원",화이트,이탈리아,인졸리아 (Inzolia) ,1,3,2,1
프란시스 코폴라 다이아몬드 콜렉션 실버 라벨 피노 누아,"69,000원",레드,미국,피노 누아 (Pinot Noir) ,1,0,3,0
"릿지, 에스테이트 샤도네","137,000원",화이트,미국,샤르도네 (Chardonnay) ,1,0,4,0
"아르볼레다, 카르메네르","64,000원",레드,칠레,카르메네르 (Carmenere) ,1,3,4,4
아르볼레다 소비뇽 블랑,"49,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,0,2,0
"차카나, 까베르네 소비뇽","29,000원",레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"머드 하우스, 피노 그리","62,000원",화이트,뉴질랜드,피노 그리 (Pinot Gris) ,1,3,3,1
"장 뤽 콜롬보, 생 조셉 레 쁘리외레","82,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
"제라르 베르트랑, 리저브 스페시알 비오니에","42,000원",화이트,프랑스,비오니에 (Viognier) ,1,4,4,1
"차카나, 에스테이트 셀렉션 말벡","73,000원",레드,아르헨티나,말벡 (Malbec) ,0,0,0,0
"차카나, 에스테이트 셀렉션 말벡","73,000원",레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
차카나 에스테이트 말벡,"39,000원",레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"차카나, 에스테이트 까베르네 소비뇽","39,000원",레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"가트, 리슬링","110,000원",화이트,호주,리슬링 (Riesling) ,2,4,3,1
"페어겔레겐, 메를로 리저브",가격정보없음,레드,남아프리카,메를로 (Merlot) ,1,4,3,3
"레일 빈야드, 제이 다니엘 퀴베",가격정보없음,레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
"카모미, 나파 밸리 샤도네이",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,0,3,0
"피터 마이클, 마 당쉐즈 피노 누아","363,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,4,3
"부샤르 뻬레 에 피스, 뽀마르","130,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,4,3
"부샤르 뻬레 에 피스, 뫼르소 프르미에 크뤼 '쥬느브리에르'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,4,1
"마레농, 멀롯 로제","20,000원",로제,프랑스,메를로 (Merlot) ,2,3,2,1
"폴 자불레 애네, 꼬뜨 로티 도멘 데 삐에렐","300,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"폴 자불레 애네, 꽁드리유 도멘 데 그랑 자멍디에",가격정보없음,화이트,프랑스,비오니에 (Viognier) ,1,3,4,1
"자르데또, 프로세코 수페리오레 폰데고 드라이","46,000원",스파클링,이탈리아,글레라 (Glera) ,1,3,2,1
레 로헵 퓌스겡 쌩떼밀리옹,"200,000원",레드,프랑스,메를로 (Merlot) ,1,3,4,3
"부샤 에네 엔 피스, 뽀마르","150,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"부샤르 뻬레 에 피스, 볼네 까이에레 프르미에 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,4,0
"비온디 산티, 브루넬로 디 몬탈치노 리제르바","1,400,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,0,4,0
"피에로, 샤르도네",가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,3,3,1
시에라 바투코 리제르바 까르미네르,가격정보없음,레드,칠레,카르메네르 (Carmenere) ,1,3,4,3
브리 메를로,"8,800원",레드,독일,메를로 (Merlot) ,2,4,3,3
브리 피노 누아 로제,"8,800원",로제,독일,피노 누아 (Pinot Noir) ,4,2,2,2
브리 샤르도네,"8,800원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"하디스, 윌리엄 하디 샤르도네 ","50,000원",화이트,호주,샤르도네 (Chardonnay) ,1,3,4,1
"하디스, 윌리엄 하디 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"기솔피, 바롤로 부시아 '브리코 비세테'","250,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"기솔피, 바롤로 부시아","180,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,5
기솔피 바롤로,가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"포제리노, 키안티 클라시코","80,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"포제리노, 키안티 클라시코 리제르바 '부얄라'","110,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"포제리노, 일 라비린토",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"유레타 , 라야오","25,000원",레드,스페인,템프라니요 (Tempranillo) ,1,3,3,3
"유레타, 씨에떼 비르투데스 ","22,500원",레드,스페인,템프라니요 (Tempranillo) ,1,3,4,3
"메드라노 이라주, 라 초자","30,000원",레드,스페인,템프라니요 (Tempranillo) ,1,3,3,3
"필리터리, 릿지 사이드 아이스와인",가격정보없음,화이트,캐나다,비달 (Vidal) ,5,0,3,1
"플레차스 데 로스 안데스, 아구어리베이","35,000원",레드,아르헨티나,말벡 (Malbec) ,1,0,5,0
"마타히위, 소비뇽 블랑 ","56,000원",화이트,뉴질랜드,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
"마타히위, 피노그리 ","56,000원",화이트,뉴질랜드,피노 그리 (Pinot Gris) ,1,4,3,1
"마타히위, 피노누아 ","84,000원",레드,뉴질랜드,피노 누아 (Pinot Noir) ,1,5,3,2
"마타히위, 헥터 소비뇽 블랑 ",가격정보없음,화이트,뉴질랜드,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
"가야, 바롤로 '다그로미스' 375ml","90,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,5,0
"산타 헬레나, 솔라 샤르도네  ","21,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,2,1
"산타 헬레나, 솔라 까베르네 소비뇽","21,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"칼리테라, 리제르바 소비뇽 블랑",가격정보없음,화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,2,0,3,1
"샤토 생 미셸, 인디언 웰스 샤르도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,4,4,1
실레니 셀라 셀렉션 멜롯 375ml,"32,000원",레드,뉴질랜드,메를로 (Merlot) ,1,0,3,0
"포지오 알 테소로, 솔로솔레","110,000원",화이트,이탈리아,베르멘티노 (Vermentino) ,1,3,3,1
"실레니, 셀라 셀렉션 스파클링 브뤼","60,000원",스파클링,뉴질랜드,샤르도네 (Chardonnay) ,1,3,3,1
우니꼬 산지오베제 리제르바,"70,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,2,2
"까디 라오, 엡실론 골드","62,000원",스파클링,이탈리아,글레라 (Glera) ,2,3,2,1
"까디 라오, 엡실론 블랙","54,000원",스파클링,이탈리아,글레라 (Glera) ,1,2,2,1
엡실론 화이트 ,"55,000원",스파클링,이탈리아,글레라 (Glera) ,2,0,2,0
"노통, 빠소 아 빠소 까베르네 쇼비뇽","29,000원",레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
"노통, 빠소 아 빠소 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"꽁트리 스푸만티, 프리미티보 디 만두리아  ",가격정보없음,레드,이탈리아,프리미티보 (Primitivo) ,2,2,5,3
"알베르 비쇼, 부르고뉴 피노 누아 '비에유 빈뉴' 375ml","30,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,0,3,0
도멘 드 깡또셀 까베르네 소비뇽,가격정보없음,레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
엘리타이오 몬테풀치아노 다브루쪼,가격정보없음,레드,이탈리아,몬테풀치아노 (Montepulciano) ,1,4,4,3
도피오 파소 프리미티보 ,"30,000원",레드,이탈리아,프리미티보 (Primitivo) ,1,2,4,4
발렌싱 화이트,가격정보없음,화이트,스페인,아이렌 (Airen) ,2,3,2,1
"미켈레 끼아를로, '니볼레' 모스카토 다스티 ","28,000원",화이트,이탈리아,모스카토  (Moscato ) ,4,2,3,1
"아팔타구아, 리제르바 리슬링",가격정보없음,화이트,칠레,리슬링 (Riesling) ,2,4,3,1
"아팔타구아, 시그니처",가격정보없음,레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
"아팔타구아, 그리알",가격정보없음,레드,칠레,카르메네르 (Carmenere) ,1,3,5,4
"산 페드로, 몰리나 레세르바 소비뇽 블랑","40,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,0,3,0
"트라피체, 말벡 375ml",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,0,3,0
"벤티스꾸에로, 헤루","180,000원",레드,칠레,피노 누아 (Pinot Noir) ,1,4,3,3
"파밀리아 마로네, 가비",가격정보없음,화이트,이탈리아,코르테제 (Cortese) ,1,4,3,1
"파밀리아 마로네, 랑게 파보리타",가격정보없음,화이트,이탈리아,파보리타(Favorita) (Favorita) ,1,3,3,1
"파밀리아 마로네, 랑게 샤도네이 '메문디스'","60,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,4,4,1
"파밀리아 마로네, 바르베라 달바 라 판타레라","130,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,4,3
"파밀리아 마로네, 바르바레스코",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"파밀리아 마로네, 바롤로",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,4
"파밀리아 마로네, 바롤로 피께메이 ",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,5,4
"파밀리아 마로네, 모스카토 다스티 솔라리스","35,000원",화이트,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"조세타 사피리오, 바르베라 달바","75,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,3,3
"조세타 사피리오, 바롤로","130,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,5,5
"페우도 솔라리아, 폴리오 친콴타","55,000원",레드,이탈리아,네로 다볼라 (Nero d'Avola) ,1,3,4,3
"얄리, 와일드 스완 샤르도네","19,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"얄리, 와일드 스완 소비뇽 블랑","19,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
"얄리, 레세르바 소비뇽 블랑","38,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"얄리, 프리미엄 리미티드 에디션 까르메네르","75,000원",레드,칠레,카르메네르 (Carmenere) ,1,4,4,4
"얄리, 레세르바 까르메네르","38,000원",레드,칠레,카르메네르 (Carmenere) ,1,3,4,4
"얄리, 레세르바 피노누아",가격정보없음,레드,칠레,피노 누아 (Pinot Noir) ,1,3,3,3
"얄리, 레세르바 샤르도네","38,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"얄리, 그랑 레세르바 쉬라","50,000원",레드,칠레,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"얄리, 그랑 레세르바 샤르도네",가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
샤또 망비엘 화이트,가격정보없음,화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,3
"샤를로팽, 부르고뉴 샤르도네",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"샤를로팽, 부르고뉴 피노 누아 ",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,3,0
"샤또 드 마르사네, 샹페르드리  ",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"샤또 드 마르사네, 레드",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,0,0,0,0
"샤또 드 뫼르소, 사비니 레 본 화이트",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"샤또 드 뫼르소, 뫼르소 뒤 샤또",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
샤또 드 뫼르소 뫼르소 프르미에 크뤼 레 샤르므  ,가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"샤또 드 뫼르소, 뫼르소 프로미에 크뤼 레 페리에르",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"샤또 드 뫼르소, 사비니 레 본 프르미에 크뤼 레 쁘이에",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"샤또 드 뫼르소, 본 프르미에 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,3,2
"마스너프 론, 론 파라독스 꼬뜨 뒤 론 ",가격정보없음,레드,프랑스,그르나슈 (Grenache) ,1,3,3,3
"마스너프 론, 론 파라독스 크로즈 에미타쥬",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"마스너프 론, 론 파라독스 생 죠세프",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
"마스너프 론, 론 파라독스 콩드리유",가격정보없음,화이트,프랑스,비오니에 (Viognier) ,1,3,5,1
"마스너프 론, 론 파라독스 꼬뜨 로티",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"라 갈로프, 도멘 드 에레 소비뇽 블랑 ",가격정보없음,화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"도멘 그로 프레르 에 수르, 에세죠 그랑 크뤼  ","833,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"도멘 그로 프레르 에 수르, 끌로 부죠 '뮈지니' 그랑크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"필립 꼴랑, 샤샤뉴 몽라쉐 프르미에 크뤼  '쉐브보뜨'","216,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"필립 꼴랑, 부르고뉴 샤르도네","76,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"도멘 루이 레미, 모레 쌩 드니 '오 셰소'","260,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"필립 꼴랑, 샤샤뉴 몽라쉐 프르미에 크뤼 '베르제'","216,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"도멘 루이 레미, 끌로 드 라 로쉬 그랑 크뤼","530,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,4
"필립 꼴랑, 샤샤뉴 몽라쉐 프르미에 크뤼 '레숌'","216,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"필립 꼴랑, 슈발리에 몽라쉐 그랑 크뤼","700,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,5,5,1
"프랑수와 빠랑, 몽뗄리 프리미에크뤼 '레듀레스'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"프랑수와 빠랑, 뽀마르 프리미에 크뤼 '레 뤼지앙'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"삐에르 부헤, 부르고뉴 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"프랑수와 빠랑, 부르고뉴 피노 누아",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,1
"도멘 뱅상 라뚜르, 부르고뉴 샤르도네","68,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,5,2,1
"삐에르 부헤, 샹베르땡 그랑 크뤼","680,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,2
"삐에르 부헤, 쥬브레 샹베르땡 프르미에 크뤼 '끌로 생 작'","480,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"삐에르 부헤, 쥬브레 샹베르땡",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"삐에르 부헤, 쥬브레 샹베르땡 '끌로 드 라 저스티스' 모노폴",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"쥬세페 코르테제, 랑게 네비올로","78,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"샤또 드 샤호동, 쥬브레 샹베르땡","170,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"비베르띠 죠반니, 바르베라 달바 수뻬리오레 '브리꼬 아이롤리'",가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,4,3,2
"비베르띠 죠반니, 바롤로 '부온 빠드레'","200,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,5
"마크 모레이, 뿔리니 몽라쉐 프르미에 크뤼 '레 헤페'","230,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,4,1
"마크 모레이, 샤샤뉴 몽라쉐 프르미에 크뤼 '엉 비홍도'","210,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"마크 모레이, 샤샤뉴 몽라쉐 프르미에 크뤼 '레 베르제'","210,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"프린치피아노 페르디난도, 랑게 네비올로 꼬스떼",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"마우로 벨리오, 바르베라 달바 ",가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,4,3,2
"뻬께니노, 돌리아니 브리꼬 보띠",가격정보없음,레드,이탈리아,돌체토 (Dolcetto) ,1,4,2,2
울루라 마가렛 리버 샤도네이,"40,000원",화이트,호주,샤르도네 (Chardonnay) ,1,3,3,1
"루시엉 부아요, 부르고뉴 루즈","84,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"루시엉 부아요, 쥬브레 샹베르땡 프르미에 크뤼 ‘레 꼬르보'","210,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"루시엉 부아요, 쥬브레 샹베르땡","156,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 드 람브레이, 끌로 드 람브레이 그랑 크뤼","500,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,0,4,0
"다니엘 사바, 라 담 드 꾀흐","250,000원",스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"셀레끄, 오르 블랑 엑스트라 브뤼","148,000원",스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"부에떼 & 소르베, 피델","176,000원",스파클링,프랑스,피노 누아 (Pinot Noir) ,1,4,4,1
